field_of_study,gpa,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,tech_total,soft_total,tech_soft_ratio,ds_score,da_score,da_score_v2,ba_score,mle_score,de_score,se_score,ce_score,is_data_engineer,is_data_analyst,is_software_dev,is_cloud_expert,is_heavy_ml,is_data_expert,dev_vs_data,ml_vs_dev,analytics_no_infra,infra_no_analytics,da_vs_ds
Computer Science,2.59,1,0,0,1,0,1,0,0,1,0,0,4,5,4,5,4,4,22,0.17391304347826086,3,8,12,17,1,4,4,0,0,1,0,0,0,1,-1,-1,2,-1,1
Data Science,3.77,1,0,0,1,1,1,1,0,0,0,0,2,1,3,3,1,5,10,0.45454545454545453,5,6,8,7,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Computer Science,3.39,1,0,1,1,0,1,0,0,0,0,1,3,4,5,3,3,5,18,0.2631578947368421,3,7,11,15,1,5,3,1,0,1,0,0,0,1,-1,0,2,0,1
Cybersecurity,3.05,1,0,1,1,1,0,0,0,1,1,0,5,2,2,4,4,6,17,0.3333333333333333,4,7,9,11,4,6,5,2,0,0,1,0,1,0,1,0,0,1,-1
Data Science,3.24,0,0,0,1,1,1,0,0,1,0,0,4,1,3,2,3,4,13,0.2857142857142857,4,8,10,12,2,2,2,-1,0,0,0,0,0,1,-1,0,2,-1,0
Data Science,3.84,0,0,1,0,0,1,0,1,1,1,1,3,2,4,2,1,6,12,0.46153846153846156,1,5,7,12,1,4,4,4,0,0,0,0,0,0,1,-1,0,1,1
Software Engineering,3.51,1,0,0,0,0,0,0,1,0,1,0,2,1,4,5,5,3,17,0.16666666666666666,1,2,5,7,2,5,3,4,0,0,0,0,0,0,0,0,-1,1,0
Data Science,3.27,1,1,0,0,0,1,0,0,0,0,0,3,3,1,4,3,3,14,0.2,2,5,9,10,1,2,4,0,0,0,0,0,0,0,0,-1,1,-1,1
Data Science,3.43,0,1,0,1,1,0,0,1,1,1,1,5,5,2,3,2,7,17,0.3888888888888889,3,7,8,15,3,6,5,4,0,0,1,0,0,0,1,-1,0,2,-1
Data Science,2.81,0,1,0,1,1,1,1,0,1,0,0,1,2,1,5,2,6,11,0.5,4,5,6,5,3,4,4,1,0,0,0,0,0,1,0,-1,1,0,0
Software Engineering,3.94,1,0,0,1,0,1,1,0,0,0,1,5,2,3,2,1,5,13,0.35714285714285715,3,9,12,15,2,7,2,3,0,1,0,0,0,1,-2,0,1,1,1
Computer Science,3.07,1,1,0,1,0,1,1,0,0,1,0,4,1,4,4,5,6,18,0.3157894736842105,3,8,10,12,3,8,4,4,1,1,0,1,0,1,-1,-1,0,1,1
Cybersecurity,2.69,1,0,0,0,1,0,0,1,0,1,0,3,4,3,1,3,4,14,0.26666666666666666,3,3,5,10,4,4,2,3,0,0,0,0,1,0,0,1,-1,1,-1
Data Science,3.52,1,0,0,1,0,1,1,0,0,0,0,3,2,2,4,1,4,12,0.3076923076923077,3,7,10,10,2,6,2,2,0,1,0,0,0,1,-2,0,1,0,1
Cybersecurity,2.76,0,0,1,0,1,0,1,1,0,1,0,3,3,5,3,5,5,19,0.25,2,3,3,12,4,5,2,5,0,0,0,1,0,0,1,1,-2,2,-1
AI,3.42,0,0,0,1,0,1,1,0,0,0,1,1,4,1,1,3,4,10,0.36363636363636365,2,5,7,8,1,6,1,3,0,1,0,0,0,1,-2,0,1,1,1
Computer Science,3.04,0,1,0,1,0,1,1,1,1,0,1,2,4,4,3,5,7,18,0.3684210526315789,2,6,8,13,1,6,5,4,0,1,0,0,0,1,0,-2,1,1,1
Cybersecurity,3.13,0,1,1,1,1,0,0,0,0,0,1,2,2,4,1,1,5,10,0.45454545454545453,3,4,6,9,2,4,4,1,0,0,1,0,0,0,1,0,1,1,-1
AI,3.39,1,0,1,0,1,1,0,0,0,1,0,5,2,5,3,2,5,17,0.2777777777777778,4,7,9,15,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0
Software Engineering,2.63,0,0,0,1,1,1,0,1,0,0,0,1,5,2,4,2,4,14,0.26666666666666666,4,5,7,9,2,2,0,0,0,0,0,0,0,1,-2,1,2,-1,0
Computer Science,3.2,1,0,0,0,0,0,0,0,1,0,0,3,3,3,3,2,2,14,0.13333333333333333,1,3,7,11,1,3,5,1,0,0,1,0,0,0,1,-1,0,0,0
Data Science,3.42,1,1,0,1,1,0,0,1,0,1,0,4,3,5,4,3,6,19,0.3,4,6,8,13,4,6,4,3,0,0,1,0,1,0,0,0,0,1,-1
AI,3.23,0,0,1,0,0,0,0,0,1,1,0,2,2,2,5,5,3,16,0.17647058823529413,0,2,4,7,1,4,5,3,0,0,1,0,0,0,2,-1,-1,1,0
Cybersecurity,3.07,1,0,0,1,1,1,0,0,0,0,0,3,2,5,4,3,4,17,0.2222222222222222,5,7,10,12,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Software Engineering,3.89,1,0,1,1,1,1,1,1,1,1,1,2,2,5,2,4,10,15,0.625,5,6,7,9,5,8,4,5,1,0,0,1,1,1,0,0,0,2,0
Cybersecurity,3.86,0,1,0,1,1,0,1,1,1,0,1,2,1,3,1,2,7,9,0.7,3,4,5,7,3,6,5,4,0,0,1,0,0,0,1,-1,0,2,-1
Software Engineering,3.29,1,0,1,1,0,1,0,0,0,1,0,5,2,5,5,5,5,22,0.21739130434782608,3,9,12,16,2,6,3,2,0,1,0,0,0,1,-1,0,1,0,1
Computer Science,3.98,0,1,0,0,0,0,1,0,0,1,0,1,1,2,1,4,3,9,0.3,0,1,2,4,2,6,4,5,0,0,1,1,0,0,1,-1,-2,2,0
Cybersecurity,3.99,0,1,1,1,1,0,1,0,1,0,1,1,3,5,2,4,7,15,0.4375,3,3,4,9,3,6,6,3,0,0,1,0,0,0,2,-1,0,2,-1
Computer Science,2.93,1,1,0,1,1,0,1,1,0,1,0,4,1,5,2,4,7,16,0.4117647058823529,4,6,7,11,5,8,4,5,1,0,1,1,1,0,0,0,-1,2,-1
Software Engineering,2.81,0,0,1,0,0,0,1,1,1,1,0,5,5,3,4,2,5,19,0.25,0,5,6,17,2,6,5,6,0,0,1,1,0,0,2,-1,-2,2,0
Data Science,3.37,0,0,0,1,0,1,1,0,0,0,0,5,2,4,3,2,3,16,0.17647058823529413,2,9,11,17,1,5,1,2,0,1,0,0,0,1,-2,0,1,0,1
AI,3.01,1,1,0,1,0,1,1,0,0,0,0,5,4,3,4,3,5,19,0.25,3,9,12,17,2,6,4,2,0,1,0,0,0,1,-1,-1,1,0,1
Software Engineering,3.08,1,0,1,1,0,1,1,0,1,0,1,2,5,4,1,3,7,15,0.4375,3,6,9,13,2,7,5,3,0,1,0,0,0,1,0,-1,1,1,1
Software Engineering,3.19,1,1,1,0,0,0,0,0,1,1,0,4,2,4,2,2,5,14,0.3333333333333333,1,4,7,12,2,5,8,3,0,0,1,0,0,0,3,-2,-1,1,0
AI,2.74,1,1,0,0,0,1,0,1,0,0,0,2,2,3,1,5,4,13,0.2857142857142857,2,4,8,9,1,2,4,1,0,0,0,0,0,0,0,-1,1,-1,1
Computer Science,3.12,1,0,1,0,1,1,1,1,1,1,0,4,3,4,5,3,8,19,0.4,4,6,7,13,5,5,4,4,0,0,0,1,1,0,1,0,-1,1,0
AI,2.59,1,1,1,1,1,0,1,1,0,0,0,3,2,1,1,4,7,11,0.5833333333333334,4,5,7,7,4,6,5,3,0,0,1,0,1,0,1,0,0,1,-1
Data Science,3.57,0,1,0,1,1,1,1,0,0,0,0,1,2,5,4,3,5,15,0.3125,4,5,6,9,3,4,2,1,0,0,0,0,0,1,-1,0,1,0,0
Software Engineering,2.51,0,0,1,1,0,0,1,1,0,1,1,4,1,4,3,4,6,16,0.35294117647058826,1,6,7,12,2,9,3,7,1,0,0,1,0,0,0,0,-1,3,0
Software Engineering,3.52,0,1,0,1,0,0,1,1,1,0,1,4,3,4,1,4,6,16,0.35294117647058826,1,6,8,15,1,7,6,5,0,0,1,0,0,0,1,-2,0,2,0
Software Engineering,3.28,1,1,1,1,0,0,1,1,0,0,0,2,3,4,5,5,6,19,0.3,2,4,7,10,2,7,6,4,0,0,1,0,0,0,1,-1,0,1,0
Computer Science,3.6,0,1,1,0,0,0,1,0,0,1,1,3,1,4,2,5,5,15,0.3125,0,3,4,10,2,7,5,6,0,0,1,1,0,0,2,-1,-2,3,0
Software Engineering,2.66,0,1,1,1,1,0,1,0,1,0,0,5,5,3,3,1,6,17,0.3333333333333333,3,7,8,17,3,5,6,2,0,0,1,0,0,0,2,-1,0,1,-1
Cybersecurity,3.73,1,1,0,1,1,0,0,0,0,1,1,1,4,3,5,3,6,16,0.35294117647058826,4,3,5,6,4,7,4,3,0,0,1,0,1,0,0,0,0,2,-1
Software Engineering,3.31,1,0,0,0,1,0,1,0,0,0,1,3,2,5,5,4,4,19,0.2,3,3,5,11,4,5,2,3,0,0,0,0,1,0,0,1,-1,2,-1
Cybersecurity,3.93,1,0,0,1,0,0,1,0,0,1,1,3,1,5,3,1,5,13,0.35714285714285715,2,5,7,10,3,10,3,6,1,0,0,1,0,0,-1,0,-1,3,0
Data Science,3.81,1,1,1,1,1,0,1,1,0,0,1,5,2,1,3,2,8,13,0.5714285714285714,4,7,9,11,4,7,5,4,0,0,1,0,1,0,1,0,0,2,-1
Data Science,3.31,1,0,0,0,0,1,1,0,0,0,0,4,2,4,3,5,3,18,0.15789473684210525,2,6,9,14,2,4,2,2,0,0,0,0,0,0,-1,0,0,0,1
Computer Science,3.86,1,0,0,1,0,1,1,0,0,1,1,5,1,3,3,4,6,16,0.35294117647058826,3,9,11,13,3,9,2,5,1,1,0,1,0,1,-2,0,0,2,1
AI,2.57,1,0,0,1,1,0,1,0,1,0,1,2,5,4,1,3,6,15,0.375,4,4,6,11,4,7,4,3,0,0,1,0,1,0,0,0,0,2,-1
Computer Science,2.74,0,0,1,0,1,1,0,0,0,0,1,2,2,3,4,3,4,14,0.26666666666666666,3,4,6,9,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0
AI,3.42,1,0,0,1,1,0,1,1,1,0,0,1,5,3,2,2,6,13,0.42857142857142855,4,3,5,8,4,6,4,3,0,0,1,0,1,0,0,0,0,1,-1
AI,3.43,1,0,0,0,1,0,1,1,0,0,0,3,3,5,3,3,4,17,0.2222222222222222,3,3,5,12,4,4,2,3,0,0,0,0,1,0,0,1,-1,1,-1
Computer Science,3.54,0,0,0,1,1,1,0,0,1,0,0,5,2,5,4,4,4,20,0.19047619047619047,4,9,11,17,2,2,2,-1,0,0,0,0,0,1,-1,0,2,-1,0
Software Engineering,3.59,1,1,0,0,1,1,1,1,0,0,1,4,1,5,5,1,7,16,0.4117647058823529,4,6,8,13,4,4,3,3,0,0,0,0,1,0,0,0,0,1,0
Computer Science,2.98,1,1,1,1,0,1,1,0,0,1,0,3,4,5,2,5,7,19,0.35,3,7,9,14,3,8,5,4,1,1,0,1,0,1,0,-1,0,1,1
AI,3.17,1,0,0,0,1,1,1,0,0,1,1,2,2,5,2,3,6,14,0.4,4,4,5,9,5,6,1,4,0,0,0,1,1,0,-1,1,-1,2,0
Cybersecurity,2.65,1,0,0,0,0,1,1,0,0,0,1,1,3,4,1,2,4,11,0.3333333333333333,2,3,6,9,2,5,2,3,0,0,0,0,0,0,-1,0,0,1,1
Computer Science,3.31,1,1,0,1,1,1,0,0,0,0,0,4,3,4,5,3,5,19,0.25,5,8,11,14,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Cybersecurity,3.0,1,0,1,0,0,1,1,0,0,0,0,3,1,2,4,4,4,14,0.26666666666666666,2,5,8,9,2,4,3,2,0,0,0,0,0,0,0,0,0,0,1
Data Science,3.8,0,1,1,1,1,0,0,0,0,1,1,2,5,3,2,5,6,17,0.3333333333333333,3,4,5,10,3,6,4,3,0,0,1,0,0,0,1,0,0,2,-1
AI,3.4,1,1,0,1,1,1,0,0,0,0,0,3,2,5,2,3,5,15,0.3125,5,7,10,12,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Data Science,2.93,0,0,1,0,0,1,0,0,0,0,0,5,1,1,1,3,2,11,0.16666666666666666,1,7,10,13,0,1,2,0,0,0,0,0,0,0,0,0,1,-1,1
Computer Science,3.33,1,1,0,1,0,1,1,0,0,0,0,4,1,4,4,4,5,17,0.2777777777777778,3,8,11,13,2,6,4,2,0,1,0,0,0,1,-1,-1,1,0,1
Computer Science,2.73,0,0,1,0,0,0,1,1,1,1,1,3,1,4,4,3,6,15,0.375,0,3,4,10,2,7,5,7,0,0,1,1,0,0,2,-1,-2,3,0
AI,2.99,0,0,0,1,0,0,0,0,0,0,0,3,2,3,4,1,1,13,0.07142857142857142,1,5,8,11,0,4,2,1,0,0,0,0,0,0,-1,0,1,0,0
Data Science,3.69,0,1,0,0,0,1,0,1,0,1,0,5,1,1,5,5,4,17,0.2222222222222222,1,7,9,12,1,3,3,3,0,0,0,0,0,0,0,-1,0,0,1
Cybersecurity,2.53,1,1,0,1,1,1,0,0,0,0,0,2,5,4,5,1,5,17,0.2777777777777778,5,6,9,12,3,3,3,-1,0,0,0,0,1,1,-1,0,2,-1,0
Data Science,3.78,1,0,0,0,1,1,1,0,0,0,0,1,3,4,1,4,4,13,0.2857142857142857,4,3,5,8,4,3,1,1,0,0,0,0,1,0,-1,1,0,0,0
Cybersecurity,3.36,1,0,1,0,0,0,1,0,0,1,0,2,3,4,4,5,4,18,0.21052631578947367,1,2,4,9,3,7,4,5,0,0,0,1,0,0,1,0,-2,2,0
Software Engineering,3.25,1,0,1,0,0,1,1,0,0,1,0,4,1,2,3,3,5,13,0.35714285714285715,2,6,8,10,3,6,3,4,0,0,0,1,0,0,0,0,-1,1,1
Computer Science,3.56,0,0,1,0,0,0,1,0,1,1,0,5,4,4,4,2,4,19,0.2,0,5,6,17,2,6,5,5,0,0,1,1,0,0,2,-1,-2,2,0
Data Science,3.17,1,0,1,1,0,0,0,0,1,1,0,3,2,3,4,4,5,16,0.29411764705882354,2,5,8,9,2,7,6,3,0,0,1,0,0,0,1,-1,0,1,0
AI,2.72,1,1,1,0,0,1,1,0,0,0,1,3,4,2,2,3,6,14,0.4,2,5,8,12,2,5,5,3,0,0,0,0,0,0,1,-1,0,1,1
Data Science,3.35,0,1,0,1,0,0,1,0,1,1,1,1,1,3,5,4,6,14,0.4,1,3,4,5,2,9,6,6,1,0,1,1,0,0,1,-2,-1,3,0
Data Science,3.17,0,1,1,1,1,0,1,0,1,0,0,1,1,1,4,1,6,8,0.6666666666666666,3,3,4,3,3,5,6,2,0,0,1,0,0,0,2,-1,0,1,-1
Computer Science,3.26,1,1,0,0,0,1,0,0,1,1,1,1,3,4,3,5,6,16,0.35294117647058826,2,3,6,8,2,5,6,3,0,0,0,0,0,0,1,-2,0,1,1
AI,2.82,1,0,0,1,1,1,1,0,0,1,1,1,3,1,5,1,7,11,0.5833333333333334,5,5,6,4,5,8,1,4,1,0,0,1,1,1,-2,1,0,2,0
Data Science,3.13,1,1,0,1,1,0,1,0,0,1,0,2,2,4,3,2,6,13,0.42857142857142855,4,4,5,7,5,8,4,4,1,0,1,1,1,0,0,0,-1,2,-1
Cybersecurity,3.13,1,1,1,0,1,0,1,0,1,0,0,3,3,1,3,4,6,14,0.4,3,3,5,8,4,4,7,2,0,0,1,0,1,0,3,-1,-1,1,-1
Software Engineering,2.67,1,1,0,1,0,0,1,0,0,1,0,1,2,5,4,4,5,16,0.29411764705882354,2,3,5,7,3,9,5,5,1,0,1,1,0,0,0,-1,-1,2,0
Software Engineering,3.8,1,0,1,0,0,1,0,1,0,0,0,2,2,2,2,5,4,13,0.2857142857142857,2,4,8,8,1,2,3,1,0,0,0,0,0,0,0,0,1,-1,1
Data Science,3.61,1,0,1,0,1,1,1,0,0,0,0,4,2,5,5,3,5,19,0.25,4,6,8,14,4,3,2,1,0,0,0,0,1,0,0,1,0,0,0
AI,2.93,0,1,0,0,0,0,0,0,1,1,0,4,2,4,3,2,3,15,0.1875,0,4,6,13,1,4,6,3,0,0,1,0,0,0,2,-2,-1,1,0
Data Science,3.02,0,0,0,0,0,1,1,1,0,0,0,2,1,5,5,4,3,17,0.16666666666666666,1,4,6,11,1,3,1,3,0,0,0,0,0,0,-1,0,0,0,1
AI,3.8,1,1,0,0,0,0,0,1,1,0,1,5,2,1,5,3,5,16,0.29411764705882354,1,5,9,12,1,4,7,3,0,0,1,0,0,0,2,-2,0,1,0
Data Science,3.89,1,0,0,1,1,1,0,1,0,1,0,2,2,5,4,3,6,16,0.35294117647058826,5,6,8,9,4,5,1,2,0,0,0,0,1,1,-2,1,1,0,0
Software Engineering,2.53,1,0,0,1,1,0,0,0,1,0,0,4,4,1,5,4,4,18,0.21052631578947367,4,6,9,11,3,4,4,0,0,0,1,0,1,0,0,0,1,0,-1
Data Science,3.18,0,1,0,0,1,0,1,1,0,0,1,1,1,4,1,1,5,8,0.5555555555555556,2,1,2,6,3,4,3,4,0,0,1,0,0,0,1,0,-1,2,-1
Data Science,3.41,1,0,1,0,0,1,0,1,0,0,1,1,5,2,1,4,5,13,0.35714285714285715,2,3,7,9,1,3,3,2,0,0,0,0,0,0,0,0,1,0,1
Software Engineering,3.62,0,0,0,1,1,1,0,0,1,0,0,5,3,4,2,4,4,18,0.21052631578947367,4,9,11,17,2,2,2,-1,0,0,0,0,0,1,-1,0,2,-1,0
Data Science,2.83,0,1,0,0,1,1,1,0,0,1,1,4,3,4,1,4,6,16,0.35294117647058826,3,6,6,14,4,5,2,4,0,0,0,1,0,0,0,0,-1,2,0
Cybersecurity,3.97,1,1,0,1,0,0,0,1,0,1,1,4,3,4,2,5,6,18,0.3157894736842105,2,6,9,13,2,8,5,5,0,0,1,0,0,0,0,-1,0,2,0
Data Science,2.5,0,1,0,0,0,1,0,1,0,1,0,2,3,3,4,4,4,16,0.23529411764705882,1,4,6,10,1,3,3,3,0,0,0,0,0,0,0,-1,0,0,1
Cybersecurity,2.86,1,0,0,1,0,1,1,0,0,1,0,2,3,5,2,4,5,16,0.29411764705882354,3,6,8,11,3,8,2,4,1,1,0,1,0,1,-2,0,0,1,1
Computer Science,2.61,1,1,1,1,0,1,1,1,1,1,1,4,2,2,5,4,10,17,0.5555555555555556,3,8,10,11,3,9,7,6,1,1,0,1,0,1,1,-2,0,2,1
Software Engineering,3.57,0,0,0,1,0,1,1,1,0,1,0,2,2,5,4,3,5,16,0.29411764705882354,2,6,7,11,2,7,1,5,1,1,0,1,0,1,-2,0,0,1,1
Data Science,3.41,1,0,0,1,0,0,0,0,0,1,0,3,2,3,3,5,3,16,0.17647058823529413,2,5,8,9,2,7,3,3,0,0,0,0,0,0,-1,0,0,1,0
Cybersecurity,2.8,1,0,1,1,1,1,0,0,1,0,1,1,5,4,3,2,7,15,0.4375,5,5,8,10,3,4,4,0,0,0,0,0,1,1,0,0,2,0,0
Data Science,3.26,0,1,0,1,1,1,1,0,0,0,0,2,3,4,5,3,5,17,0.2777777777777778,4,6,7,11,3,4,2,1,0,0,0,0,0,1,-1,0,1,0,0
Computer Science,3.07,0,0,0,1,0,0,1,1,0,0,0,4,4,5,4,3,3,20,0.14285714285714285,1,6,8,17,1,6,2,4,0,0,0,0,0,0,-1,0,0,1,0
Software Engineering,3.81,0,1,1,1,0,1,0,0,1,1,0,2,1,1,2,1,6,7,0.75,2,6,8,6,1,5,6,2,0,1,0,0,0,1,1,-2,1,0,1
Cybersecurity,2.76,0,1,1,1,1,1,1,1,1,0,1,5,2,3,4,3,9,17,0.5,4,9,10,15,3,5,5,3,0,0,0,0,0,1,1,-1,1,1,0
Computer Science,3.43,1,0,0,1,1,1,1,0,0,1,1,3,2,5,4,5,7,19,0.35,5,7,8,11,5,8,1,4,1,0,0,1,1,1,-2,1,0,2,0
Computer Science,3.97,1,1,0,0,0,0,1,0,0,0,1,5,5,1,1,1,4,13,0.2857142857142857,1,5,8,15,2,6,5,4,0,0,1,0,0,0,1,-1,-1,2,0
Computer Science,3.11,1,1,1,0,0,0,0,0,1,0,1,3,2,5,1,2,5,13,0.35714285714285715,1,3,7,12,1,4,8,2,0,0,1,0,0,0,3,-2,0,1,0
Data Science,2.57,0,0,1,1,1,0,1,1,0,1,1,4,4,4,5,5,7,22,0.30434782608695654,3,6,6,14,4,8,2,6,1,0,0,1,0,0,0,1,-1,3,-1
Cybersecurity,3.14,1,0,1,1,0,1,0,0,1,0,0,4,3,2,5,4,5,18,0.2631578947368421,3,8,12,13,1,4,5,0,0,1,0,0,0,1,0,-1,2,-1,1
Computer Science,2.9,1,0,0,0,0,1,1,1,0,1,1,4,4,3,1,5,6,17,0.3333333333333333,2,6,8,14,3,7,2,6,0,0,0,1,0,0,-1,0,-1,2,1
Cybersecurity,3.12,0,0,0,1,0,1,1,0,0,0,1,4,3,5,1,1,4,14,0.26666666666666666,2,8,10,17,1,6,1,3,0,1,0,0,0,1,-2,0,1,1,1
Data Science,3.8,0,1,1,0,0,1,1,0,0,0,0,3,3,5,5,2,4,18,0.21052631578947367,1,5,7,15,1,3,4,2,0,0,0,0,0,0,1,-1,0,0,1
Data Science,3.97,1,0,1,0,0,1,1,0,0,0,1,4,5,5,4,3,5,21,0.22727272727272727,2,6,9,18,2,5,3,3,0,0,0,0,0,0,0,0,0,1,1
Data Science,4.0,1,0,0,1,1,0,0,0,0,0,0,5,4,5,5,4,3,23,0.125,4,7,10,17,3,4,2,0,0,0,0,0,1,0,-1,1,1,0,-1
Data Science,3.68,1,0,0,0,1,1,0,0,0,1,0,4,3,5,2,3,4,17,0.2222222222222222,4,6,8,14,4,3,1,1,0,0,0,0,1,0,-1,1,0,0,0
AI,2.7,1,1,1,1,0,1,1,0,0,1,0,1,1,5,3,3,7,13,0.5,3,5,7,7,3,8,5,4,1,1,0,1,0,1,0,-1,0,1,1
Data Science,3.54,0,0,1,1,1,0,0,0,1,0,0,3,1,5,3,5,4,17,0.2222222222222222,3,5,7,11,2,3,4,0,0,0,1,0,0,0,1,0,1,0,-1
Software Engineering,3.46,0,0,1,0,0,0,0,1,0,0,0,5,3,3,1,2,2,14,0.13333333333333333,0,5,8,16,0,2,3,2,0,0,0,0,0,0,1,0,0,0,0
Cybersecurity,3.34,0,0,0,0,1,1,1,1,1,1,1,4,1,5,3,5,7,18,0.3684210526315789,3,6,6,13,4,5,2,5,0,0,0,1,0,0,0,0,-1,2,0
Software Engineering,3.23,1,0,0,1,0,0,1,0,0,0,0,3,4,3,1,5,3,16,0.17647058823529413,2,5,8,12,2,7,3,3,0,0,0,0,0,0,-1,0,0,1,0
Computer Science,3.66,1,0,0,1,1,1,0,0,0,0,0,3,3,5,5,4,4,20,0.19047619047619047,5,7,10,13,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Data Science,3.7,1,1,0,1,0,0,0,0,0,0,1,1,5,3,4,5,4,18,0.21052631578947367,2,3,7,9,1,6,5,2,0,0,1,0,0,0,0,-1,1,1,0
Software Engineering,3.64,0,0,1,1,0,1,0,1,0,0,0,4,4,2,5,1,4,16,0.23529411764705882,2,8,11,15,0,3,2,1,0,1,0,0,0,1,-1,0,2,-1,1
Cybersecurity,3.8,0,1,1,1,0,1,0,1,1,1,1,4,2,5,2,4,8,17,0.4444444444444444,2,8,10,15,1,6,6,4,0,1,0,0,0,1,1,-2,1,1,1
Data Science,3.69,1,0,0,1,1,1,0,0,0,0,0,5,1,4,4,2,4,16,0.23529411764705882,5,9,12,14,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Data Science,3.32,1,0,0,1,1,1,1,0,0,0,0,4,4,4,3,3,5,18,0.2631578947368421,5,8,10,15,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
Cybersecurity,2.86,1,1,0,0,0,1,1,1,0,0,0,3,2,2,3,5,5,15,0.3125,2,5,8,10,2,4,4,3,0,0,0,0,0,0,0,-1,0,0,1
Computer Science,3.86,1,1,0,1,1,0,0,0,1,1,0,3,4,1,1,1,6,10,0.5454545454545454,4,5,7,8,4,6,6,2,0,0,1,0,1,0,1,-1,0,1,-1
Cybersecurity,2.77,1,1,0,1,0,0,1,0,0,1,0,4,3,4,3,4,5,18,0.2631578947368421,2,6,8,13,3,9,5,5,1,0,1,1,0,0,0,-1,-1,2,0
Data Science,2.94,1,1,0,1,1,0,0,0,1,1,1,5,2,2,3,2,7,14,0.4666666666666667,4,7,9,11,4,7,6,3,0,0,1,0,1,0,1,-1,0,2,-1
Computer Science,2.81,1,1,0,1,0,1,1,0,1,1,1,3,1,4,2,4,8,14,0.5333333333333333,3,7,9,10,3,9,6,5,1,1,0,1,0,1,0,-2,0,2,1
Cybersecurity,2.54,1,1,0,0,1,0,0,1,1,1,0,5,1,1,4,3,6,14,0.4,3,5,7,9,4,4,6,3,0,0,1,0,1,0,2,-1,-1,1,-1
AI,2.91,0,0,0,0,0,0,1,1,1,0,1,1,4,3,3,3,4,14,0.26666666666666666,0,1,3,9,1,5,4,5,0,0,1,0,0,0,1,-1,-1,2,0
Computer Science,3.16,1,0,1,1,0,0,1,1,1,0,1,3,1,5,3,3,7,15,0.4375,2,5,8,11,2,8,6,5,0,0,1,0,0,0,1,-1,0,2,0
Cybersecurity,3.97,0,1,1,0,1,1,1,0,0,0,1,5,5,1,3,5,6,19,0.3,3,7,8,16,3,3,3,2,0,0,0,0,0,0,1,0,0,1,0
Software Engineering,3.29,1,1,1,1,0,0,1,0,0,1,1,2,3,5,2,4,7,16,0.4117647058823529,2,4,6,10,3,10,6,6,1,0,1,1,0,0,1,-1,-1,3,0
Cybersecurity,2.57,1,0,1,0,1,0,1,1,1,0,1,5,5,5,2,2,7,19,0.35,3,5,7,18,4,5,5,4,0,0,1,0,1,0,2,0,-1,2,-1
Data Science,3.36,1,0,0,1,0,1,0,0,0,0,0,4,2,4,3,3,3,16,0.17647058823529413,3,8,12,14,1,4,2,0,0,1,0,0,0,1,-2,0,2,-1,1
Data Science,3.53,1,0,0,1,1,1,0,0,0,0,0,3,2,4,3,2,4,14,0.26666666666666666,5,7,10,11,3,3,1,-1,0,0,0,0,1,1,-2,1,2,-1,0
Data Science,3.74,1,0,0,1,1,1,1,0,0,0,0,4,2,5,3,4,5,18,0.2631578947368421,5,8,10,14,4,5,1,1,0,0,0,0,1,1,-2,1,1,0,0
AI,2.99,1,0,0,1,0,1,0,0,1,0,1,4,1,4,1,2,5,12,0.38461538461538464,3,8,12,13,1,5,4,1,0,1,0,0,0,1,-1,-1,2,0,1
Software Engineering,3.69,1,0,1,0,1,0,1,0,1,1,0,3,4,1,5,4,6,17,0.3333333333333333,3,3,4,8,5,6,5,4,0,0,1,1,1,0,2,0,-2,2,-1
Computer Science,3.17,0,1,0,1,1,0,0,0,1,0,0,4,1,3,4,3,4,15,0.25,3,6,8,11,2,3,5,0,0,0,1,0,0,0,1,-1,1,0,-1
Software Engineering,3.48,1,0,1,1,1,1,0,0,1,0,0,3,2,3,4,4,6,16,0.35294117647058826,5,7,10,10,3,3,4,-1,0,0,0,0,1,1,0,0,2,-1,0
Computer Science,3.71,0,0,1,1,0,0,1,1,1,1,1,2,3,3,2,3,7,13,0.5,1,4,5,9,2,9,5,7,1,0,1,1,0,0,1,-1,-1,3,0
Cybersecurity,3.6,1,0,0,1,1,0,1,0,0,1,1,3,1,3,3,5,6,15,0.375,4,5,6,7,5,9,2,5,1,0,0,1,1,0,-1,1,-1,3,-1
Data Science,3.91,1,0,1,1,0,1,1,1,1,1,1,1,4,5,1,5,9,16,0.5294117647058824,3,5,7,10,3,9,5,6,1,1,0,1,0,1,0,-1,0,2,1
Cybersecurity,2.93,1,0,1,1,0,0,0,1,0,0,0,2,2,4,4,2,4,14,0.26666666666666666,2,4,8,9,1,5,4,2,0,0,0,0,0,0,0,0,1,0,0
